coin,earliest_trade_date,network_date,user1,user1_num_mentions,user1_num_posts,user1_num_subjects,user1_days_since_first_post,user1_degree_total,user1_degree_incoming,user1_degree_outgoing,user1_clustering_coefficient,user1_closeness_centrality_unweighted,user1_closeness_centrality_weighted,user1_closeness_centrality_incoming_unweighted,user1_closeness_centrality_outgoing_unweighted,user1_closeness_centrality_incoming_weighted,user1_closeness_centrality_outgoing_weighted,user1_betweenness_centrality_weighted,user1_satoshi_distance,user1_satoshi_pagerank_unweighted,user1_satoshi_pagerank_weighted,user1_pagerank_unweighted,user1_pagerank_weighted
XC,2014-05-23,2014-05-09,atcsecure,1,223,5,371,68,51,17,0.03467954,0.001636695,0.001639028,0.0001436277,2.4989e-05,0.0001436353,2.498917e-05,168874.8,4,1.061316e-05,9.359075e-06,3.779639e-05,3.608382e-05
DUB,2015-06-30,2014-02-03,baritus,1,741,52,267,1981,1876,105,0.01571682,0.002919976,0.002929507,0.0002977526,3.771955e-05,0.0002978309,3.771987e-05,7466974.0,3,0.001075082,0.00133259,0.002671709,0.003389673
EUC,2015-08-23,2014-03-05,deeppurple72,1,373,74,248,128,72,56,0.04304762,0.002021018,0.002024651,0.0002178529,3.102939e-05,0.0002178804,3.102954e-05,426789.3,4,7.587512e-05,6.758304e-05,0.0002261149,0.0002173112
UNB,2014-05-23,2014-03-28,jimblasko,1,66,5,1,11,11,0,0.01818182,0.001765271,0.001767843,0.0001775654,2.11815e-05,0.0001775816,2.11815e-05,0.0,4,7.336905e-06,6.504122e-06,2.154783e-05,2.033071e-05
UNC,2015-03-22,2013-12-11,dr_chen,1,211,16,101,112,69,43,0.1148245,0.00535454,0.005384146,0.0005827714,7.028096e-05,0.0005830092,7.028242e-05,52201.25,3,6.596401e-05,5.798807e-05,0.0001727043,0.000159707
CARB,2014-08-02,2014-03-07,axismundi,1,246,3,10,5,3,2,0.1,0.001981592,0.001983887,0.0002118192,3.069473e-05,0.0002118477,3.069498e-05,24.42511,5,1.857375e-06,1.681862e-06,6.843438e-06,6.66958e-06
BBR,2014-06-24,2014-07-06,silvo,1,10,1,135,9,1,8,0.1111111,0.001476404,0.001478396,0.0001172647,2.204799e-05,0.0001172721,2.204808e-05,51.33333,4,1.824798e-06,1.567862e-06,6.024046e-06,5.671392e-06
CLR,2013-11-03,2013-08-06,vipah,1,85,11,116,52,38,14,0.1386054,0.01022,0.01033379,0.000811674,9.766906e-05,0.0008123219,9.767182e-05,1981.205,3,0.0001084004,0.0001074573,0.0002952941,0.0003083469
UNO,2013-12-21,2013-10-18,Blazr2,1,60,5,78,65,61,4,0.09011777,0.008702071,0.008786153,0.0007102288,8.823176e-05,0.000710671,8.823406e-05,16868.12,3,5.19825e-05,4.63874e-05,0.0001436813,0.0001322327
OMC,2014-05-11,2014-03-29,OSRSGold,1,3,1,1,5,5,0,0.0,0.001751675,0.001754398,0.0001769168,2.110684e-05,0.0001769381,2.110684e-05,0.0,5,1.451585e-06,1.313071e-06,5.651853e-06,5.516138e-06
ZED,2014-03-06,2014-01-18,YourMine.org,1,178,7,5,8,5,3,0.03571429,0.003836123,0.003850463,0.0003611491,4.695302e-05,0.0003612525,4.695344e-05,166.05,5,3.369399e-06,3.028393e-06,1.294851e-05,1.262302e-05
HVC,2014-03-12,2013-12-31,1gh,1,29,1,1,4,3,1,0.0,0.004048666,0.004064003,0.0004231223,5.455144e-05,0.0004232531,5.455215e-05,7441.5,5,4.385649e-06,3.917315e-06,1.581756e-05,1.532544e-05
VMC,2014-05-06,2014-04-16,somogyipeti,1,269,2,1,1,1,0,0.0,0.001701607,0.001704353,0.0001675931,2.025193e-05,0.0001676096,2.025193e-05,0.0,4,1.589925e-06,1.396048e-06,5.644884e-06,5.372442e-06
CRAVE,2015-03-26,2015-03-21,industrialcoinmagic,1,33,1,1,19,19,0,0.06432749,0.001130916,0.001131908,9.074825e-05,1.377847e-05,9.07538e-05,1.377847e-05,0.0,4,2.583137e-06,2.323807e-06,9.160236e-06,8.876915e-06
ZET,2013-09-10,2013-08-04,Giskard,1,107,5,81,79,53,26,0.1971362,0.01053698,0.01067208,0.0008123045,9.807085e-05,0.0008129669,9.80748e-05,615.6646,4,6.232306e-05,5.293837e-05,0.0001653756,0.000149561
INFX,2015-09-15,2014-02-23,influxcoin,1,1,1,1,6,6,0,0.0,0.002229342,0.002234104,0.0002331462,2.427302e-05,0.0002331838,2.427302e-05,0.0,4,1.858198e-06,1.657814e-06,7.249929e-06,7.015561e-06
VTA,2014-08-09,2014-08-12,VirtaCoinDev,1,0,0,1,2,2,0,0.0,0.00141483,0.001416125,0.0001117796,1.597699e-05,0.0001117873,1.597699e-05,0.0,5,1.536148e-06,1.350052e-06,5.137781e-06,4.93356e-06
SLFI,2015-03-22,2014-06-06,SelfieCoin Dev,1,2,1,1,3,3,0,0.3333333,0.001568198,0.001570823,0.0001280121,1.763668e-05,0.0001280266,1.763668e-05,0.0,4,3.80971e-06,3.359387e-06,1.290779e-05,1.224351e-05
WBB,2015-02-28,2015-02-12,WildBeastBitcoin,1,68,1,1,6,6,0,0.06666667,0.001152873,0.00115391,9.306164e-05,1.399051e-05,9.306798e-05,1.399051e-05,0.0,4,1.272054e-06,1.136706e-06,4.429858e-06,4.292003e-06
DUCK,2014-02-22,2013-05-08,eule,1,559,3,33,6,0,6,0.2666667,0.01510059,0.01539793,9.382623e-05,0.0001456469,9.382623e-05,0.0001456579,0.0,inf,4.941981e-06,4.456138e-06,1.867058e-05,1.831179e-05
DT,2014-09-17,2014-09-17,darktoken,1,4,1,1,23,23,0,0.02766798,0.001330981,0.00133236,0.0001057116,1.530643e-05,0.0001057188,1.530643e-05,0.0,4,2.780777e-06,2.547747e-06,9.848007e-06,9.63716e-06
DP,2014-10-04,2014-09-21,7vpo,1,76,2,219,18,6,12,0.04575163,0.001320455,0.001322212,0.0001051423,2.004746e-05,0.0001051494,2.004756e-05,9022.71,4,1.107206e-06,9.882693e-07,3.986288e-06,3.874083e-06
OFF,2015-07-25,2013-05-16,wangsw,1,14,1,3,17,11,6,0.2426471,0.01383975,0.01408966,0.0009537848,0.0001339777,0.000954451,0.0001339847,50.83333,4,3.57644e-05,3.043118e-05,9.25795e-05,8.617662e-05
CESC,2014-04-03,2014-03-21,cryptoescudo,1,17,1,1,1,0,1,0.0,0.001827887,0.001830452,2.170469e-05,2.892606e-05,2.170469e-05,2.892622e-05,0.0,inf,1.20365e-06,1.099001e-06,4.75557e-06,4.676444e-06
CYP,2015-04-11,2015-03-30,Cypher7A69,1,53,1,1,20,20,0,0.05789474,0.001132075,0.001133165,9.065796e-05,1.373117e-05,9.066334e-05,1.373117e-05,0.0,4,3.681527e-06,3.171085e-06,1.002073e-05,9.397197e-06
POT,2014-02-10,2013-08-12,hendo420,1,765,62,105,149,85,64,0.1247688,0.009930895,0.01003358,0.0008032724,9.664053e-05,0.0008038591,9.664398e-05,37294.66,3,0.0001214995,0.0001099832,0.0002961916,0.000287131
MRKT,2014-09-23,2014-11-12,BTCDDev,1,0,0,12,18,18,0,0.1045752,0.001251134,0.001252589,0.000100358,1.465201e-05,0.0001003668,1.465201e-05,0.0,4,5.664516e-06,4.965331e-06,1.718855e-05,1.609803e-05
POP,2014-04-23,2014-01-29,eon89,1,564,17,66,239,72,167,0.07314479,0.003118861,0.003130209,0.0003071067,3.961111e-05,0.0003071737,3.961153e-05,651756.1,4,3.172112e-05,3.020192e-05,9.62068e-05,9.803761e-05
CYC,2014-07-05,2014-05-08,Omega6,1,42,4,43,18,13,5,0.06535948,0.001641513,0.001643931,0.0001445395,2.508865e-05,0.0001445579,2.508877e-05,8053.521,4,4.66776e-06,4.112339e-06,1.493422e-05,1.414805e-05
TGC,2013-12-21,2013-09-07,mintedstone,1,52,1,6,27,18,9,0.1367521,0.009614121,0.009692102,0.0007488821,9.239761e-05,0.0007493702,9.239958e-05,17.36667,3,1.886662e-05,1.544627e-05,5.13352e-05,4.502656e-05
RPC,2014-01-06,2013-12-29,colinistheman,1,214,24,203,202,175,27,0.05393035,0.004279942,0.004296398,0.0004350155,5.559391e-05,0.0004351657,5.559446e-05,56469.04,3,0.0003112106,0.0002825699,0.0006234124,0.0006128011
TIPS,2013-12-31,2013-12-23,MystPhysX,1,57,1,1,75,74,1,0.002522523,0.004562854,0.004579193,0.0004772262,5.998776e-05,0.0004773637,5.99887e-05,35335.98,4,4.110584e-05,3.614515e-05,0.0001409343,0.0001343365
NODE,2014-09-13,2013-05-03,Passion_ltc,1,303,10,4,41,31,10,0.1794872,0.01561659,0.01581587,0.001086595,0.0001550431,0.00108773,0.0001550505,228.0628,3,0.0001290837,0.0001032355,0.0003178038,0.0002754228
BITGOLD,2015-01-04,2014-03-22,Gold-Bars,1,217,3,23,195,193,2,0.006608512,0.001818297,0.001820981,0.000187262,2.883368e-05,0.0001872849,2.883389e-05,517635.7,4,5.981171e-05,5.749589e-05,0.0001997191,0.0002048711
RBY,2014-03-20,2014-02-12,rby,1,7,1,6,14,12,2,0.02564103,0.00246125,0.002466653,0.0002617521,3.476589e-05,0.0002618081,3.476623e-05,19938.17,4,1.143977e-05,9.420022e-06,4.026584e-05,3.581045e-05
DOPE,2014-02-22,2014-02-16,dopey,1,278,12,61,315,288,27,0.01226755,0.002376563,0.002382418,0.0002529152,3.392988e-05,0.0002529681,3.393006e-05,1563031.0,3,0.0002616483,0.0002556497,0.0008540477,0.0008900787
EBS,2015-07-21,2014-11-10,EbolaDev,1,62,1,1,11,11,0,0.09090909,0.001249543,0.001250871,0.0001004969,1.466964e-05,0.0001005055,1.466964e-05,0.0,4,2.015072e-06,1.862941e-06,6.695854e-06,6.639174e-06
TTY,2015-01-18,2014-07-16,TrinityCoin,1,65,1,1,57,57,0,0.01378446,0.001455378,0.00145687,0.0001145816,1.656671e-05,0.0001145894,1.656671e-05,0.0,4,1.198706e-05,1.045852e-05,3.674098e-05,3.487475e-05
SLR,2014-03-29,2014-01-24,ddirt,1,29,1,15,14,13,1,0.0989011,0.003387358,0.003397611,0.0003200501,4.291309e-05,0.0003201191,4.291347e-05,45.66667,4,5.442121e-06,4.606169e-06,1.879499e-05,1.736104e-05
SLG,2014-09-23,2014-08-03,Sterlingcoin,1,297,1,1,18,18,0,0.0130719,0.001436302,0.001438005,0.0001120604,1.616501e-05,0.0001120675,1.616501e-05,0.0,4,5.777283e-06,5.088879e-06,2.107618e-05,2.012894e-05
MCN,2014-08-25,2014-06-16,cryptomidnight,1,105,3,1,6,6,0,0.1333333,0.001558793,0.001560892,0.0001248788,1.73596e-05,0.0001248872,1.73596e-05,0.0,5,3.828124e-06,2.938337e-06,1.181794e-05,1.007036e-05
DICE,2014-11-08,2012-09-27,SRoulette,1,294,39,32,15,10,5,0.2051282,0.02866505,0.02972524,0.001505582,0.0002950855,0.001508718,0.0002951139,2498.491,3,5.518168e-05,5.223201e-05,0.0001255487,0.0001289634
NRB,2013-07-04,2013-05-31,barwizi,1,1107,85,23,361,302,59,0.09160783,0.01272748,0.01290049,0.0008891796,0.0001209833,0.000889916,0.0001209869,189238.6,3,0.0005160766,0.0006107073,0.001332039,0.001705696
WKC,2014-06-25,2014-05-27,wankcoin,1,12,1,1,16,16,0,0.025,0.001589387,0.001591454,0.0001321469,1.799338e-05,0.0001321618,1.799338e-05,0.0,4,5.089883e-06,4.47782e-06,1.649892e-05,1.563367e-05
LGD,2014-04-28,2014-03-26,legendarycoin,1,86,2,1,7,7,0,0.0,0.001783482,0.001786389,0.0001799412,2.131605e-05,0.0001799625,2.131605e-05,0.0,5,1.940837e-06,1.730806e-06,7.357664e-06,7.101922e-06
QB,2014-05-26,2014-02-27,QuarkBar,1,26,1,1,14,14,0,0.03296703,0.002134916,0.002138958,0.0002280104,2.38749e-05,0.0002280538,2.38749e-05,0.0,4,3.989063e-06,3.450879e-06,1.345496e-05,1.266051e-05
MCZ,2015-03-22,2014-12-23,SreleFromMangoCoinz,1,158,1,103,9,8,1,0.1944444,0.001199901,0.001201012,9.637151e-05,1.892191e-05,9.637778e-05,1.892196e-05,2.0,4,2.392514e-06,2.205557e-06,7.787855e-06,7.626803e-06
BDSM,2014-10-20,2014-09-20,altcoin.center,1,51,3,12,3,0,3,0.0,0.001323361,0.001324997,1.526764e-05,2.006191e-05,1.526764e-05,2.006202e-05,0.0,inf,9.283072e-07,8.510332e-07,3.6031e-06,3.549626e-06
NRS,2014-04-20,2014-02-14,barwizi,1,2068,151,282,920,713,207,0.06499469,0.002406605,0.002413381,0.0002576933,3.433191e-05,0.0002577575,3.43322e-05,7719025.0,3,0.0006816999,0.0009239645,0.001522114,0.002146061
AXR,2014-08-27,2014-08-15,Project Axron,1,118,1,1,0,0,0,0.0,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,1.591723e-05,0.0,inf,9.597845e-07,8.798088e-07,3.734272e-06,3.678028e-06
EXE,2014-03-10,2014-03-15,NamunX,1,0,0,4,11,0,11,0.0,0.00184379,0.001847134,2.219312e-05,2.959226e-05,2.219312e-05,2.959246e-05,0.0,inf,1.216675e-06,1.111231e-06,4.825195e-06,4.745453e-06
EXC,2014-01-16,2013-08-18,CaptChadd,1,883,40,409,295,235,60,0.09272727,0.01005196,0.01016585,0.0007851863,9.560644e-05,0.0007857792,9.560878e-05,139122.6,3,0.0004867663,0.0004737873,0.001157875,0.001183072
CKC,2014-09-19,2014-01-06,Clockcoin,1,20,1,1,2,2,0,0.0,0.003876797,0.00388852,0.0003896691,3.681207e-05,0.0003897974,3.681207e-05,0.0,5,2.97665e-06,2.649215e-06,1.073625e-05,1.037147e-05
SWARM,2014-09-16,2014-06-25,fractastical,1,143,1,151,11,6,5,0.07272727,0.001513803,0.001515938,0.0001219521,2.249224e-05,0.0001219647,2.249238e-05,64121.33,4,2.628827e-06,2.404425e-06,9.761089e-06,9.59757e-06
DRZ,2015-04-27,2015-04-15,DRZ,1,28,1,1,18,18,0,0.05882353,0.001122006,0.001122976,8.953769e-05,1.364796e-05,8.9543e-05,1.364796e-05,0.0,4,2.127658e-06,1.862034e-06,6.941375e-06,6.569357e-06
WS,2015-07-02,2014-05-23,onetootwee,1,3,1,1,13,13,0,0.03846154,0.001594463,0.001596554,0.0001340774,1.814158e-05,0.0001340935,1.814158e-05,0.0,4,2.190197e-06,1.982742e-06,7.520691e-06,7.270427e-06
BSTY,2014-10-03,2014-09-11,wgd,1,101,1,175,18,4,14,0.09150327,0.001332758,0.001334846,0.0001062007,2.022916e-05,0.000106207,2.022925e-05,9939.595,5,5.128767e-06,4.569538e-06,1.803999e-05,1.741528e-05
ELP,2014-08-26,2013-07-31,hotcoldcoin,1,246,10,47,38,23,15,0.1915966,0.01088806,0.01104454,0.000821647,9.885658e-05,0.0008224721,9.88595e-05,184.0714,3,2.285456e-05,2.155237e-05,4.80396e-05,4.611857e-05
TCO,2014-07-21,2014-05-10,TacoCoin,1,1,1,1,4,4,0,0.0,0.001635946,0.001638365,0.0001426657,1.883842e-05,0.0001426841,1.883842e-05,0.0,4,1.865025e-06,1.705225e-06,6.620607e-06,6.464243e-06
GLOBE,2015-06-18,2013-05-15,WorldCoin,1,39,16,1,52,52,0,0.1410256,0.01334646,0.01348064,0.0009698861,8.741259e-05,0.0009705906,8.741259e-05,0.0,3,0.0001024883,8.662738e-05,0.0002765263,0.0002574472
VNL,2015-03-06,2014-01-13,vanilla_sys,1,6,1,1,23,23,0,0.03557312,0.003701291,0.003712653,0.0003631923,3.464163e-05,0.0003632898,3.464163e-05,0.0,4,9.08428e-06,7.45945e-06,2.988593e-05,2.658155e-05
RIN,2014-08-02,2014-05-24,homhomhom,1,91,1,77,15,13,2,0.06666667,0.001599525,0.00160153,0.0001335698,2.380396e-05,0.0001335784,2.380408e-05,13224.45,4,3.01965e-06,2.698679e-06,1.087222e-05,1.050215e-05
LTBC,2014-08-20,2015-04-06,BOUNTYSHARES,1,0,0,146,26,25,1,0.03384615,0.00112329,0.001124526,9.015965e-05,1.814883e-05,9.016588e-05,1.814891e-05,162159.3,4,2.479221e-05,2.099125e-05,7.492504e-05,6.924317e-05
YAC,2013-06-09,2013-05-06,pocopoco,1,12,1,1,34,34,0,0.1016043,0.01514991,0.01533842,0.00108208,9.602458e-05,0.001083044,9.602458e-05,0.0,3,8.169165e-05,6.305613e-05,0.0002132674,0.0001818959
RIC,2014-02-27,2013-09-06,gatra,1,116,5,69,22,7,15,0.2121212,0.009526832,0.009637676,0.000750944,9.254425e-05,0.0007514937,9.25471e-05,737.372,4,1.676846e-05,1.304676e-05,5.14895e-05,4.404254e-05
FRAC,2014-06-15,2014-06-13,Fractalcoin,1,1,1,1,3,3,0,0.0,0.001562606,0.001564753,0.0001257623,1.743558e-05,0.0001257738,1.743558e-05,0.0,5,1.260404e-06,1.14416e-06,4.828321e-06,4.720762e-06
HAM,2014-10-26,2013-12-29,raistlinthewiz,1,168,6,22,141,129,12,0.03388593,0.004275573,0.004288538,0.0004349603,5.559356e-05,0.0004350891,5.559427e-05,243398.9,3,0.0001583448,0.0001380032,0.0005102659,0.0004833415
SONG,2015-03-22,2014-11-07,Skele,1,150,3,316,93,7,86,0.1126695,0.00125329,0.001255251,0.0001007477,1.935117e-05,0.0001007548,1.935125e-05,28368.56,4,1.800669e-06,1.660579e-06,6.551397e-06,6.507177e-06
BOT,2015-09-08,2013-05-11,Nadia,1,25,1,13,10,2,8,0.5333333,0.01449988,0.01464833,0.001013541,0.0001398259,0.001014163,0.0001398312,0.0,4,6.660923e-06,5.671865e-06,2.24159e-05,2.104223e-05
DASH,2014-02-14,2014-01-19,eduffield,1,157,9,227,34,28,6,0.03208556,0.003716505,0.003727422,0.000358383,4.667938e-05,0.0003584925,4.667987e-05,23024.97,4,1.411577e-05,1.169139e-05,4.531927e-05,4.094588e-05
THC,2014-06-28,2013-10-31,Grogorash,1,16,2,33,11,0,11,0.09090909,0.00915902,0.009240044,5.819367e-05,8.702653e-05,5.819367e-05,8.702874e-05,0.0,inf,2.98165e-06,2.707319e-06,1.14444e-05,1.125888e-05
CINNI,2014-04-23,2014-04-17,CinniCoin,1,40,2,1,52,52,0,0.00678733,0.001679984,0.00168229,0.0001664872,2.019141e-05,0.0001665088,2.019141e-05,0.0,4,1.550673e-05,1.681955e-05,5.438501e-05,6.286581e-05
PHO,2014-05-23,2014-01-09,rinovma,1,3,2,2,19,19,0,0.04093567,0.003770827,0.00378353,0.0003673319,3.579226e-05,0.0003674505,3.579226e-05,0.0,4,9.660513e-06,8.168418e-06,3.045393e-05,2.814902e-05
BURST,2014-08-30,2014-08-11,burstcoin,1,61,1,1,42,42,0,0.006968641,0.001410179,0.00141166,0.000111876,1.599898e-05,0.000111885,1.599898e-05,0.0,4,7.514063e-06,6.740937e-06,2.637116e-05,2.550332e-05
ZEIT,2014-03-20,2014-02-15,ZEITCOIN,1,182,2,1,2,2,0,0.0,0.00238345,0.002388997,0.0002558756,2.543364e-05,0.0002559201,2.543364e-05,0.0,4,1.526673e-06,1.36746e-06,5.846521e-06,5.672713e-06
SWIFT,2014-10-05,2013-10-22,MasterRuthless,1,18,1,22,1,0,1,0.0,0.008715176,0.008791101,5.876131e-05,8.791255e-05,5.876131e-05,8.791441e-05,0.0,inf,3.012012e-06,2.735114e-06,1.155999e-05,1.137342e-05
SYS,2014-08-20,2014-04-28,danosphere,1,341,20,118,437,431,6,0.01495301,0.001642509,0.0016456,0.000153142,2.599316e-05,0.0001531632,2.59933e-05,845381.6,3,0.0001761906,0.0002036227,0.0005277091,0.0006428873
HIRO,2014-03-26,2014-03-16,HiroS,1,136,10,12,172,154,18,0.0203968,0.001838706,0.001842309,0.0001946669,2.949631e-05,0.0001947007,2.949656e-05,704957.2,3,7.084552e-05,6.166566e-05,0.0002062624,0.0001937342
LXC,2014-08-05,2014-07-22,Librexcoindev,1,55,1,1,23,23,0,0.007905138,0.001452752,0.001454436,0.0001131348,1.643142e-05,0.0001131427,1.643142e-05,0.0,5,2.389795e-06,2.170214e-06,9.19131e-06,8.984726e-06
MZC,2014-02-27,2014-03-06,crazyearner,1,285,25,499,261,157,104,0.08727308,0.002021634,0.002025887,0.0002148758,3.087807e-05,0.0002149207,3.087831e-05,532920.4,3,0.0003402192,0.0002951844,0.0004532816,0.0004163149
PHS,2013-12-17,2013-07-29,johntawaki,1,49,3,5,45,37,8,0.1646465,0.01097927,0.01107857,0.0008290632,9.944534e-05,0.0008295835,9.944832e-05,27.2,3,4.893289e-05,3.800026e-05,0.0001300187,0.0001079642
SPEC,2015-07-27,2014-01-27,danosphere,1,454,21,27,205,202,3,0.02945959,0.003267853,0.00328101,0.0003143434,4.056171e-05,0.0003144622,4.056203e-05,221741.9,4,8.492223e-05,7.971271e-05,0.0002876351,0.0002904111
INDEX,2015-06-18,2014-01-07,efanucar,1,1,1,1,0,0,0,0.0,3.653635e-05,3.653635e-05,3.653635e-05,3.653635e-05,3.653635e-05,3.653635e-05,0.0,inf,1.913143e-06,1.737817e-06,7.359978e-06,7.247741e-06
DMD,2013-12-19,2013-07-14,JohnLuc,1,50,1,7,17,2,15,0.4705882,0.01173144,0.01185837,0.0008606348,0.0001029997,0.0008611776,0.0001030022,0.0,4,5.631692e-06,4.712922e-06,1.890133e-05,1.739852e-05
CRW,2014-11-08,2014-03-23,fugue,1,73,2,6,157,157,0,0.007022701,0.001801707,0.001805153,0.0001869415,2.157637e-05,0.000186956,2.157637e-05,0.0,4,6.226183e-05,5.478286e-05,0.0002044911,0.0001965944
CRT,2014-05-11,2015-06-04,Sohaib Bismal,1,0,0,1,41,41,0,0.02560976,0.001097311,0.001098278,8.596532e-05,1.339818e-05,8.597181e-05,1.339818e-05,0.0,4,4.366629e-06,3.909028e-06,1.35107e-05,1.321955e-05
BELA,2014-03-20,2014-01-30,twoturtles,1,28,2,1,15,15,0,0.01904762,0.003044847,0.003054986,0.0003054507,2.880018e-05,0.0003055243,2.880018e-05,0.0,4,2.55659e-05,2.216261e-05,8.454486e-05,7.927558e-05
SYNC,2014-05-21,2013-06-25,MstCoin,1,49,5,1,7,7,0,0.2380952,0.01158021,0.01173563,0.0008775554,7.272727e-05,0.0008783831,7.272727e-05,0.0,4,1.32472e-05,1.410869e-05,3.921497e-05,4.427381e-05
CRC,2013-07-07,2013-04-29,jubalix,1,819,156,58,348,259,89,0.07950617,0.01463662,0.01486172,0.001130736,0.0001599095,0.001131985,0.0001599189,401167.2,2,0.001857408,0.001756002,0.003312978,0.003444226
SKC,2014-03-15,2013-11-02,Red Kendra,1,34,1,1,21,21,0,0.08571429,0.008998484,0.009071743,0.0007146528,5.790723e-05,0.0007151191,5.790723e-05,0.0,4,2.684734e-05,2.23231e-05,8.01038e-05,7.178977e-05
GRS,2014-04-11,2014-03-23,gruve_p,1,24,1,1,31,31,0,0.0172043,0.001801246,0.001803616,0.000186376,2.157637e-05,0.0001863922,2.157637e-05,0.0,4,1.000017e-05,8.564938e-06,3.354398e-05,3.118297e-05
PR,2015-10-12,2014-07-30,BitsendInc,1,110,1,1,17,17,0,0.007352941,0.001444416,0.001446117,0.000112591,1.624722e-05,0.0001125996,1.624722e-05,0.0,4,5.493576e-06,4.775633e-06,1.786807e-05,1.675428e-05
SHIBE,2014-05-06,2014-08-05,ShibecoinON,1,0,0,1,0,0,0,0.0,1.612565e-05,1.612565e-05,1.612565e-05,1.612565e-05,1.612565e-05,1.612565e-05,0.0,inf,9.685188e-07,8.879946e-07,3.777404e-06,3.720627e-06
ACOIN,2014-09-13,2014-08-30,A-Coin,1,72,1,1,10,10,0,0.0,0.001370607,0.001372172,0.0001080129,1.560476e-05,0.0001080227,1.560476e-05,0.0,5,4.107587e-06,3.738054e-06,1.486067e-05,1.452588e-05
XDN,2014-06-24,2014-05-31,dNote,1,24,1,1,21,21,0,0.03333333,0.001569582,0.001571411,0.0001307141,1.783835e-05,0.0001307262,1.783835e-05,0.0,3,8.395038e-06,6.791752e-06,1.725857e-05,1.547039e-05
BUK,2014-10-04,2013-09-01,CryptoBuck,1,114,6,13,9,9,0,0.08333333,0.009406509,0.009493002,0.0007607035,6.245706e-05,0.0007612172,6.245706e-05,0.0,4,1.160024e-05,8.655149e-06,3.642186e-05,2.951676e-05
BUN,2014-09-11,2014-04-30,shibebunny,1,105,11,85,35,34,1,0.02184874,0.001639262,0.001641281,0.0001483419,2.57242e-05,0.0001483593,2.572434e-05,88609.53,3,1.548387e-05,1.493659e-05,4.738559e-05,4.68074e-05
XDQ,2014-05-26,2014-05-20,coinweaver,1,76,4,95,118,117,1,0.01506591,0.001600144,0.001601924,0.0001341735,2.405314e-05,0.000134185,2.405328e-05,97328.28,3,5.460912e-05,4.956888e-05,0.0001634448,0.0001597681
XDP,2014-08-28,2014-07-24,dogeparty,1,1,1,1,8,8,0,0.03571429,0.001442055,0.00144372,0.0001125259,1.637787e-05,0.0001125374,1.637787e-05,0.0,4,1.412527e-06,1.285014e-06,5.351032e-06,5.231344e-06
GEO,2015-02-21,2013-08-19,MaGNeT,1,2461,51,790,839,502,337,0.05653232,0.009973087,0.01007513,0.0007834306,9.560743e-05,0.0007840275,9.561015e-05,3196622.0,2,0.001442723,0.001316851,0.001668503,0.001825666
GEN,2015-06-10,2014-01-07,tokyoghetto,1,1288,28,117,176,96,80,0.08710142,0.003835649,0.003851948,0.0003859734,5.138869e-05,0.0003861007,5.138947e-05,251498.0,3,8.829332e-05,7.873429e-05,0.0002301143,0.0002165308
FIBRE,2014-08-30,2014-08-14,killakem,1,179,3,44,19,13,6,0.1111111,0.001407748,0.001410524,0.0001116137,2.095659e-05,0.0001116285,2.095666e-05,19333.89,4,5.153023e-06,5.56635e-06,1.680759e-05,1.89518e-05
LIMX,2014-06-08,2014-04-07,IParn,1,234,3,3,84,82,2,0.01322363,0.001738948,0.001741699,0.0001719912,2.749299e-05,0.0001720151,2.749314e-05,155992.7,4,3.87554e-05,4.437578e-05,0.0001183066,0.0001438674
KEY,2014-07-18,2013-04-21,SRoulette,1,294,39,238,155,113,42,0.1302158,0.01867369,0.01908966,0.001156625,0.000172514,0.0011581,0.0001725267,42735.47,3,0.0006576796,0.0007218399,0.001401266,0.001610905
TAGR,2015-07-16,2015-06-19,Tagr.Dev,1,18,1,1,11,11,0,0.0,0.001088823,0.001089903,8.508827e-05,1.333262e-05,8.509389e-05,1.333262e-05,0.0,4,1.719754e-06,1.527138e-06,5.577613e-06,5.347431e-06
UNIC,2015-06-14,2013-12-31,Teamunicoin,1,36,1,1,6,6,0,0.2666667,0.004059335,0.004075436,0.0004234581,3.88259e-05,0.0004236284,3.88259e-05,0.0,4,1.501923e-05,1.354928e-05,4.583519e-05,4.41724e-05
XRA,2015-06-26,2015-06-18,R-A-T-E,1,17,1,1,9,9,0,0.02777778,0.001089804,0.001090823,8.509069e-05,1.333707e-05,8.509621e-05,1.333707e-05,0.0,4,1.033152e-06,9.374127e-07,3.90063e-06,3.812777e-06
VGC,2014-05-06,2014-02-16,Byates,1,11,1,1,12,12,0,0.04545455,0.002374149,0.002379006,0.0002530703,2.529404e-05,0.0002531298,2.529404e-05,0.0,4,5.214835e-06,4.686047e-06,1.947574e-05,1.885537e-05
FUND,2015-09-21,2012-01-21,bearbones,1,111,10,263,59,38,21,0.2363636,0.0317505,0.03294022,0.0017164,0.000370007,0.0017196,0.00037007,11941.97,2,0.0004078665,0.0003901541,0.0005363114,0.0005395288
SXC,2013-12-08,2013-05-29,chinsu,1,55,7,1,174,172,2,0.0626275,0.01302186,0.01322138,0.0009167086,0.0001220712,0.0009174148,0.000122076,23580.89,3,0.0003049128,0.0003038942,0.0008435615,0.0009191963
